question,yes_token,no_token,quantity,status,yes_cost,no_cost,total_cost,yes_average_price,no_average_price,gross_profit,gross_profit_pct
Will Elon Musk win the 2028 US Presidential Election?,26641906520532802078452346454133721131611596169940893262820937050881742190686,59064132013843281708610372809406242099497812053529304284160897825180883604145,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Elon Musk win the 2028 US Presidential Election?,26641906520532802078452346454133721131611596169940893262820937050881742190686,59064132013843281708610372809406242099497812053529304284160897825180883604145,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will LeBron James win the 2028 US Presidential Election?,39223330966352513418907732239455948906399882924787587183466504819170775983376,50862799703982327636174441241062907649998751737045006653560124656563256528691,10,not_fully_fillable,,,,,,,
Will LeBron James win the 2028 US Presidential Election?,39223330966352513418907732239455948906399882924787587183466504819170775983376,50862799703982327636174441241062907649998751737045006653560124656563256528691,50,not_fully_fillable,,,,,,,
Will LeBron James win the 2028 US Presidential Election?,39223330966352513418907732239455948906399882924787587183466504819170775983376,50862799703982327636174441241062907649998751737045006653560124656563256528691,100,not_fully_fillable,,,,,,,
Will LeBron James win the 2028 US Presidential Election?,39223330966352513418907732239455948906399882924787587183466504819170775983376,50862799703982327636174441241062907649998751737045006653560124656563256528691,250,not_fully_fillable,,,,,,,
Will LeBron James win the 2028 US Presidential Election?,39223330966352513418907732239455948906399882924787587183466504819170775983376,50862799703982327636174441241062907649998751737045006653560124656563256528691,500,not_fully_fillable,,,,,,,
Will LeBron James win the 2028 US Presidential Election?,39223330966352513418907732239455948906399882924787587183466504819170775983376,50862799703982327636174441241062907649998751737045006653560124656563256528691,1000,not_fully_fillable,,,,,,,
Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election?,76252402837334795047528042167618984089231134882494719641438604550246396692717,82779978600617806806814031291287454099780828258739355925042203335968508676880,10,fully_filled,0.15,9.86,10.01,0.015,0.986,-0.009999999999999787,-0.09990009990009778
Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election?,76252402837334795047528042167618984089231134882494719641438604550246396692717,82779978600617806806814031291287454099780828258739355925042203335968508676880,50,fully_filled,0.75,49.3,50.05,0.015,0.986,-0.04999999999999716,-0.09990009990009421
Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election?,76252402837334795047528042167618984089231134882494719641438604550246396692717,82779978600617806806814031291287454099780828258739355925042203335968508676880,100,fully_filled,1.5,98.6,100.1,0.015,0.986,-0.09999999999999432,-0.09990009990009421
Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election?,76252402837334795047528042167618984089231134882494719641438604550246396692717,82779978600617806806814031291287454099780828258739355925042203335968508676880,250,fully_filled,3.75,246.5,250.25,0.015,0.986,-0.25,-0.0999000999000999
Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election?,76252402837334795047528042167618984089231134882494719641438604550246396692717,82779978600617806806814031291287454099780828258739355925042203335968508676880,500,fully_filled,7.5,493.0,500.5,0.015,0.986,-0.5,-0.0999000999000999
Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election?,76252402837334795047528042167618984089231134882494719641438604550246396692717,82779978600617806806814031291287454099780828258739355925042203335968508676880,1000,fully_filled,15.0,986.0,1001.0,0.015,0.986,-1.0,-0.0999000999000999
Will Tucker Carlson win the 2028 US Presidential Election?,45015916581148592087728250896178171120552786117190685135618507471166113474733,5353194854864999214467212176625447374807704051407621946584152368216621932371,10,fully_filled,0.16,9.85,10.01,0.016,0.985,-0.009999999999999787,-0.09990009990009778
Will Tucker Carlson win the 2028 US Presidential Election?,45015916581148592087728250896178171120552786117190685135618507471166113474733,5353194854864999214467212176625447374807704051407621946584152368216621932371,50,fully_filled,0.8,49.25,50.05,0.016,0.985,-0.04999999999999716,-0.09990009990009421
Will Tucker Carlson win the 2028 US Presidential Election?,45015916581148592087728250896178171120552786117190685135618507471166113474733,5353194854864999214467212176625447374807704051407621946584152368216621932371,100,fully_filled,1.6,98.5,100.1,0.016,0.985,-0.09999999999999432,-0.09990009990009421
Will Tucker Carlson win the 2028 US Presidential Election?,45015916581148592087728250896178171120552786117190685135618507471166113474733,5353194854864999214467212176625447374807704051407621946584152368216621932371,250,fully_filled,4.0,246.25,250.25,0.016,0.985,-0.25,-0.0999000999000999
Will Tucker Carlson win the 2028 US Presidential Election?,45015916581148592087728250896178171120552786117190685135618507471166113474733,5353194854864999214467212176625447374807704051407621946584152368216621932371,500,fully_filled,8.0,492.5,500.5,0.016,0.985,-0.5,-0.0999000999000999
Will Tucker Carlson win the 2028 US Presidential Election?,45015916581148592087728250896178171120552786117190685135618507471166113474733,5353194854864999214467212176625447374807704051407621946584152368216621932371,1000,fully_filled,16.0,985.0,1001.0,0.016,0.985,-1.0,-0.0999000999000999
Will Kim Kardashian win the 2028 US Presidential Election?,24863363384036117015867671383779186335047493791693657275104567365292353535818,44632793419668141561343859504077903947361590865219599333832862239708628173864,10,not_fully_fillable,,,,,,,
Will Kim Kardashian win the 2028 US Presidential Election?,24863363384036117015867671383779186335047493791693657275104567365292353535818,44632793419668141561343859504077903947361590865219599333832862239708628173864,50,not_fully_fillable,,,,,,,
Will Kim Kardashian win the 2028 US Presidential Election?,24863363384036117015867671383779186335047493791693657275104567365292353535818,44632793419668141561343859504077903947361590865219599333832862239708628173864,100,not_fully_fillable,,,,,,,
Will Kim Kardashian win the 2028 US Presidential Election?,24863363384036117015867671383779186335047493791693657275104567365292353535818,44632793419668141561343859504077903947361590865219599333832862239708628173864,250,not_fully_fillable,,,,,,,
Will Kim Kardashian win the 2028 US Presidential Election?,24863363384036117015867671383779186335047493791693657275104567365292353535818,44632793419668141561343859504077903947361590865219599333832862239708628173864,500,not_fully_fillable,,,,,,,
Will Kim Kardashian win the 2028 US Presidential Election?,24863363384036117015867671383779186335047493791693657275104567365292353535818,44632793419668141561343859504077903947361590865219599333832862239708628173864,1000,not_fully_fillable,,,,,,,
Will Ivanka Trump win the 2028 US Presidential Election?,40932864651005132434669457369564353816786330205469778285035893634458129671101,56215025902031889702122383201324191240581604266667334383154318117703136383150,10,fully_filled,0.06,9.96,10.020000000000001,0.006,0.9960000000000001,-0.02000000000000135,-0.19960079840320705
Will Ivanka Trump win the 2028 US Presidential Election?,40932864651005132434669457369564353816786330205469778285035893634458129671101,56215025902031889702122383201324191240581604266667334383154318117703136383150,50,fully_filled,0.3,49.8,50.099999999999994,0.006,0.996,-0.09999999999999432,-0.1996007984031823
Will Ivanka Trump win the 2028 US Presidential Election?,40932864651005132434669457369564353816786330205469778285035893634458129671101,56215025902031889702122383201324191240581604266667334383154318117703136383150,100,fully_filled,0.6,99.6,100.19999999999999,0.006,0.996,-0.19999999999998863,-0.1996007984031823
Will Ivanka Trump win the 2028 US Presidential Election?,40932864651005132434669457369564353816786330205469778285035893634458129671101,56215025902031889702122383201324191240581604266667334383154318117703136383150,250,fully_filled,1.5,249.0,250.5,0.006,0.996,-0.5,-0.19960079840319359
Will Ivanka Trump win the 2028 US Presidential Election?,40932864651005132434669457369564353816786330205469778285035893634458129671101,56215025902031889702122383201324191240581604266667334383154318117703136383150,500,fully_filled,3.0,498.0,501.0,0.006,0.996,-1.0,-0.19960079840319359
Will Ivanka Trump win the 2028 US Presidential Election?,40932864651005132434669457369564353816786330205469778285035893634458129671101,56215025902031889702122383201324191240581604266667334383154318117703136383150,1000,fully_filled,6.0,996.0,1002.0,0.006,0.996,-2.0,-0.19960079840319359
Will Zohran Mamdani win the 2028 US Presidential Election?,94621929236241392639802280031607240386237812521756048982107414565863464212526,37476438367629084207797870684242875797541797912993121111059056752005821579571,10,not_fully_fillable,,,,,,,
Will Zohran Mamdani win the 2028 US Presidential Election?,94621929236241392639802280031607240386237812521756048982107414565863464212526,37476438367629084207797870684242875797541797912993121111059056752005821579571,50,not_fully_fillable,,,,,,,
Will Zohran Mamdani win the 2028 US Presidential Election?,94621929236241392639802280031607240386237812521756048982107414565863464212526,37476438367629084207797870684242875797541797912993121111059056752005821579571,100,not_fully_fillable,,,,,,,
Will Zohran Mamdani win the 2028 US Presidential Election?,94621929236241392639802280031607240386237812521756048982107414565863464212526,37476438367629084207797870684242875797541797912993121111059056752005821579571,250,not_fully_fillable,,,,,,,
Will Zohran Mamdani win the 2028 US Presidential Election?,94621929236241392639802280031607240386237812521756048982107414565863464212526,37476438367629084207797870684242875797541797912993121111059056752005821579571,500,not_fully_fillable,,,,,,,
Will Zohran Mamdani win the 2028 US Presidential Election?,94621929236241392639802280031607240386237812521756048982107414565863464212526,37476438367629084207797870684242875797541797912993121111059056752005821579571,1000,not_fully_fillable,,,,,,,
Will Michelle Obama win the 2028 US Presidential Election?,88521269813605705303364598280494261510300497312149869577251450871617962933121,1970496541508335019913900195809032484597886384784144327835472760880523550630,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Michelle Obama win the 2028 US Presidential Election?,88521269813605705303364598280494261510300497312149869577251450871617962933121,1970496541508335019913900195809032484597886384784144327835472760880523550630,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Michelle Obama win the 2028 US Presidential Election?,88521269813605705303364598280494261510300497312149869577251450871617962933121,1970496541508335019913900195809032484597886384784144327835472760880523550630,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Michelle Obama win the 2028 US Presidential Election?,88521269813605705303364598280494261510300497312149869577251450871617962933121,1970496541508335019913900195809032484597886384784144327835472760880523550630,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Michelle Obama win the 2028 US Presidential Election?,88521269813605705303364598280494261510300497312149869577251450871617962933121,1970496541508335019913900195809032484597886384784144327835472760880523550630,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Michelle Obama win the 2028 US Presidential Election?,88521269813605705303364598280494261510300497312149869577251450871617962933121,1970496541508335019913900195809032484597886384784144327835472760880523550630,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will Jamie Dimon win the 2028 US Presidential Election?,23692929455124171734375794579007643086071570310019729232490607671061438183936,30050897091642315762983745166096629857367320723415212749446858994810226049012,10,fully_filled,0.05,9.96,10.010000000000002,0.005,0.9960000000000001,-0.010000000000001563,-0.09990009990011549
Will Jamie Dimon win the 2028 US Presidential Election?,23692929455124171734375794579007643086071570310019729232490607671061438183936,30050897091642315762983745166096629857367320723415212749446858994810226049012,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.04999999999999716,-0.09990009990009421
Will Jamie Dimon win the 2028 US Presidential Election?,23692929455124171734375794579007643086071570310019729232490607671061438183936,30050897091642315762983745166096629857367320723415212749446858994810226049012,100,fully_filled,0.5,99.6,100.1,0.005,0.996,-0.09999999999999432,-0.09990009990009421
Will Jamie Dimon win the 2028 US Presidential Election?,23692929455124171734375794579007643086071570310019729232490607671061438183936,30050897091642315762983745166096629857367320723415212749446858994810226049012,250,fully_filled,1.25,249.0,250.25,0.005,0.996,-0.25,-0.0999000999000999
Will Jamie Dimon win the 2028 US Presidential Election?,23692929455124171734375794579007643086071570310019729232490607671061438183936,30050897091642315762983745166096629857367320723415212749446858994810226049012,500,fully_filled,2.5,498.0,500.5,0.005,0.996,-0.5,-0.0999000999000999
Will Jamie Dimon win the 2028 US Presidential Election?,23692929455124171734375794579007643086071570310019729232490607671061438183936,30050897091642315762983745166096629857367320723415212749446858994810226049012,1000,fully_filled,5.0,996.0,1001.0,0.005,0.996,-1.0,-0.0999000999000999
Will Ro Khanna win the 2028 US Presidential Election?,45264462342307496826883801236629887275526404999716050689931105511159370296978,21034003091803474219272633665814818485285721473911024023600356649009960505229,10,fully_filled,0.10999999999999999,9.91,10.02,0.011,0.991,-0.019999999999999574,-0.19960079840318934
Will Ro Khanna win the 2028 US Presidential Election?,45264462342307496826883801236629887275526404999716050689931105511159370296978,21034003091803474219272633665814818485285721473911024023600356649009960505229,50,fully_filled,0.5499999999999999,49.55,50.099999999999994,0.011,0.991,-0.09999999999999432,-0.1996007984031823
Will Ro Khanna win the 2028 US Presidential Election?,45264462342307496826883801236629887275526404999716050689931105511159370296978,21034003091803474219272633665814818485285721473911024023600356649009960505229,100,fully_filled,1.0999999999999999,99.1,100.19999999999999,0.011,0.991,-0.19999999999998863,-0.1996007984031823
Will Ro Khanna win the 2028 US Presidential Election?,45264462342307496826883801236629887275526404999716050689931105511159370296978,21034003091803474219272633665814818485285721473911024023600356649009960505229,250,fully_filled,2.75,247.75,250.5,0.011,0.991,-0.5,-0.19960079840319359
Will Ro Khanna win the 2028 US Presidential Election?,45264462342307496826883801236629887275526404999716050689931105511159370296978,21034003091803474219272633665814818485285721473911024023600356649009960505229,500,fully_filled,5.5,495.68627,501.18627,0.011,0.99137254,-1.186269999999979,-0.23669243772379858
Will Ro Khanna win the 2028 US Presidential Election?,45264462342307496826883801236629887275526404999716050689931105511159370296978,21034003091803474219272633665814818485285721473911024023600356649009960505229,1000,fully_filled,11.0,991.6862699999999,1002.6862699999999,0.011,0.9916862699999999,-2.686269999999922,-0.26790732858044647
Will Thomas Massie win the 2028 US Presidential Election?,89071282556584199015490241074221756662667488270789034763702585258138302536112,18620821165547265880582330532076859546462061138941862890257010665389427790094,10,fully_filled,0.10999999999999999,9.9,10.01,0.011,0.99,-0.009999999999999787,-0.09990009990009778
Will Thomas Massie win the 2028 US Presidential Election?,89071282556584199015490241074221756662667488270789034763702585258138302536112,18620821165547265880582330532076859546462061138941862890257010665389427790094,50,fully_filled,0.5499999999999999,49.53386,50.083859999999994,0.011,0.9906771999999999,-0.08385999999999427,-0.1674391710223499
Will Thomas Massie win the 2028 US Presidential Election?,89071282556584199015490241074221756662667488270789034763702585258138302536112,18620821165547265880582330532076859546462061138941862890257010665389427790094,100,fully_filled,1.0999999999999999,99.08386,100.18386,0.011,0.9908386,-0.1838599999999957,-0.18352257539287836
Will Thomas Massie win the 2028 US Presidential Election?,89071282556584199015490241074221756662667488270789034763702585258138302536112,18620821165547265880582330532076859546462061138941862890257010665389427790094,250,fully_filled,2.75,247.73386000000002,250.48386000000002,0.011,0.9909354400000001,-0.4838600000000213,-0.19317013080204898
Will Thomas Massie win the 2028 US Presidential Election?,89071282556584199015490241074221756662667488270789034763702585258138302536112,18620821165547265880582330532076859546462061138941862890257010665389427790094,500,fully_filled,5.5,495.70905999999997,501.20905999999997,0.011,0.99141812,-1.2090599999999654,-0.24122868010405984
Will Thomas Massie win the 2028 US Presidential Election?,89071282556584199015490241074221756662667488270789034763702585258138302536112,18620821165547265880582330532076859546462061138941862890257010665389427790094,1000,fully_filled,11.0,991.70906,1002.70906,0.011,0.99170906,-2.7090600000000222,-0.27017408220087513
Will Jon Ossoff win the 2028 US Presidential Election?,110102705199530588976777616718115948005824665233400132417374621750887344831757,98394838816403247684221016468696784125095120854407803889228262583112436699261,10,fully_filled,1.1600000000000001,8.85,10.01,0.11600000000000002,0.885,-0.009999999999999787,-0.09990009990009778
Will Jon Ossoff win the 2028 US Presidential Election?,110102705199530588976777616718115948005824665233400132417374621750887344831757,98394838816403247684221016468696784125095120854407803889228262583112436699261,50,fully_filled,5.800000000000001,44.25,50.05,0.11600000000000002,0.885,-0.04999999999999716,-0.09990009990009421
Will Jon Ossoff win the 2028 US Presidential Election?,110102705199530588976777616718115948005824665233400132417374621750887344831757,98394838816403247684221016468696784125095120854407803889228262583112436699261,100,fully_filled,11.600000000000001,88.5,100.1,0.11600000000000002,0.885,-0.09999999999999432,-0.09990009990009421
Will Jon Ossoff win the 2028 US Presidential Election?,110102705199530588976777616718115948005824665233400132417374621750887344831757,98394838816403247684221016468696784125095120854407803889228262583112436699261,250,fully_filled,29.0,221.25,250.25,0.116,0.885,-0.25,-0.0999000999000999
Will Jon Ossoff win the 2028 US Presidential Election?,110102705199530588976777616718115948005824665233400132417374621750887344831757,98394838816403247684221016468696784125095120854407803889228262583112436699261,500,fully_filled,58.0,442.5,500.5,0.116,0.885,-0.5,-0.0999000999000999
Will Jon Ossoff win the 2028 US Presidential Election?,110102705199530588976777616718115948005824665233400132417374621750887344831757,98394838816403247684221016468696784125095120854407803889228262583112436699261,1000,fully_filled,116.0,885.0,1001.0,0.116,0.885,-1.0,-0.0999000999000999
Will James Talarico win the 2028 US Presidential Election?,92909595831677784305960426832337551335132297174712723670055008600724483830120,26699870693127605012594021642110712356790266877635966965879322906179628109191,10,fully_filled,0.08,9.93,10.01,0.008,0.993,-0.009999999999999787,-0.09990009990009778
Will James Talarico win the 2028 US Presidential Election?,92909595831677784305960426832337551335132297174712723670055008600724483830120,26699870693127605012594021642110712356790266877635966965879322906179628109191,50,fully_filled,0.4,49.65,50.05,0.008,0.993,-0.04999999999999716,-0.09990009990009421
Will James Talarico win the 2028 US Presidential Election?,92909595831677784305960426832337551335132297174712723670055008600724483830120,26699870693127605012594021642110712356790266877635966965879322906179628109191,100,fully_filled,0.8,99.3,100.1,0.008,0.993,-0.09999999999999432,-0.09990009990009421
Will James Talarico win the 2028 US Presidential Election?,92909595831677784305960426832337551335132297174712723670055008600724483830120,26699870693127605012594021642110712356790266877635966965879322906179628109191,250,fully_filled,2.0,248.25,250.25,0.008,0.993,-0.25,-0.0999000999000999
Will James Talarico win the 2028 US Presidential Election?,92909595831677784305960426832337551335132297174712723670055008600724483830120,26699870693127605012594021642110712356790266877635966965879322906179628109191,500,fully_filled,4.0,496.55899,500.55899,0.008,0.99311798,-0.5589899999999943,-0.1116731516499173
Will James Talarico win the 2028 US Presidential Election?,92909595831677784305960426832337551335132297174712723670055008600724483830120,26699870693127605012594021642110712356790266877635966965879322906179628109191,1000,fully_filled,8.0,993.55899,1001.55899,0.008,0.99355899,-1.5589899999999943,-0.1556563333328968
Will Eric Trump win the 2028 US Presidential Election?,67028631656597977031363620447645908995417871899828777750494099295092202422178,92435534412344629891924787958876018882926476169555134960124357040149315497159,10,not_fully_fillable,,,,,,,
Will Eric Trump win the 2028 US Presidential Election?,67028631656597977031363620447645908995417871899828777750494099295092202422178,92435534412344629891924787958876018882926476169555134960124357040149315497159,50,not_fully_fillable,,,,,,,
Will Eric Trump win the 2028 US Presidential Election?,67028631656597977031363620447645908995417871899828777750494099295092202422178,92435534412344629891924787958876018882926476169555134960124357040149315497159,100,not_fully_fillable,,,,,,,
Will Eric Trump win the 2028 US Presidential Election?,67028631656597977031363620447645908995417871899828777750494099295092202422178,92435534412344629891924787958876018882926476169555134960124357040149315497159,250,not_fully_fillable,,,,,,,
Will Eric Trump win the 2028 US Presidential Election?,67028631656597977031363620447645908995417871899828777750494099295092202422178,92435534412344629891924787958876018882926476169555134960124357040149315497159,500,not_fully_fillable,,,,,,,
Will Eric Trump win the 2028 US Presidential Election?,67028631656597977031363620447645908995417871899828777750494099295092202422178,92435534412344629891924787958876018882926476169555134960124357040149315497159,1000,not_fully_fillable,,,,,,,
Will Pete Hegseth win the 2028 US Presidential Election?,19127703543758281171764934244436807153695715307017908811054254126168591609122,55988424779505974483153818818889528404380009581145395352086864710928569072171,10,not_fully_fillable,,,,,,,
Will Pete Hegseth win the 2028 US Presidential Election?,19127703543758281171764934244436807153695715307017908811054254126168591609122,55988424779505974483153818818889528404380009581145395352086864710928569072171,50,not_fully_fillable,,,,,,,
Will Pete Hegseth win the 2028 US Presidential Election?,19127703543758281171764934244436807153695715307017908811054254126168591609122,55988424779505974483153818818889528404380009581145395352086864710928569072171,100,not_fully_fillable,,,,,,,
Will Pete Hegseth win the 2028 US Presidential Election?,19127703543758281171764934244436807153695715307017908811054254126168591609122,55988424779505974483153818818889528404380009581145395352086864710928569072171,250,not_fully_fillable,,,,,,,
Will Pete Hegseth win the 2028 US Presidential Election?,19127703543758281171764934244436807153695715307017908811054254126168591609122,55988424779505974483153818818889528404380009581145395352086864710928569072171,500,not_fully_fillable,,,,,,,
Will Pete Hegseth win the 2028 US Presidential Election?,19127703543758281171764934244436807153695715307017908811054254126168591609122,55988424779505974483153818818889528404380009581145395352086864710928569072171,1000,not_fully_fillable,,,,,,,
Will Jalen Brunson win the 2028 US Presidential Election?,102551965884513878228913656538331960551103243325173310298991321638711054206295,25024096730843207041631203687678604497004516683590537482462688974562400646963,10,not_fully_fillable,,,,,,,
Will Jalen Brunson win the 2028 US Presidential Election?,102551965884513878228913656538331960551103243325173310298991321638711054206295,25024096730843207041631203687678604497004516683590537482462688974562400646963,50,not_fully_fillable,,,,,,,
Will Jalen Brunson win the 2028 US Presidential Election?,102551965884513878228913656538331960551103243325173310298991321638711054206295,25024096730843207041631203687678604497004516683590537482462688974562400646963,100,not_fully_fillable,,,,,,,
Will Jalen Brunson win the 2028 US Presidential Election?,102551965884513878228913656538331960551103243325173310298991321638711054206295,25024096730843207041631203687678604497004516683590537482462688974562400646963,250,not_fully_fillable,,,,,,,
Will Jalen Brunson win the 2028 US Presidential Election?,102551965884513878228913656538331960551103243325173310298991321638711054206295,25024096730843207041631203687678604497004516683590537482462688974562400646963,500,not_fully_fillable,,,,,,,
Will Jalen Brunson win the 2028 US Presidential Election?,102551965884513878228913656538331960551103243325173310298991321638711054206295,25024096730843207041631203687678604497004516683590537482462688974562400646963,1000,not_fully_fillable,,,,,,,
Will Abigail Spanberger win the 2028 US Presidential Election?,26300126250638962432368126833553865841971269530697411678483716322368818562639,56204927946241537265164149462328189883020469254625443960117418316112304974602,10,not_fully_fillable,,,,,,,
Will Abigail Spanberger win the 2028 US Presidential Election?,26300126250638962432368126833553865841971269530697411678483716322368818562639,56204927946241537265164149462328189883020469254625443960117418316112304974602,50,not_fully_fillable,,,,,,,
Will Abigail Spanberger win the 2028 US Presidential Election?,26300126250638962432368126833553865841971269530697411678483716322368818562639,56204927946241537265164149462328189883020469254625443960117418316112304974602,100,not_fully_fillable,,,,,,,
Will Abigail Spanberger win the 2028 US Presidential Election?,26300126250638962432368126833553865841971269530697411678483716322368818562639,56204927946241537265164149462328189883020469254625443960117418316112304974602,250,not_fully_fillable,,,,,,,
Will Abigail Spanberger win the 2028 US Presidential Election?,26300126250638962432368126833553865841971269530697411678483716322368818562639,56204927946241537265164149462328189883020469254625443960117418316112304974602,500,not_fully_fillable,,,,,,,
Will Abigail Spanberger win the 2028 US Presidential Election?,26300126250638962432368126833553865841971269530697411678483716322368818562639,56204927946241537265164149462328189883020469254625443960117418316112304974602,1000,not_fully_fillable,,,,,,,
Will Hakeem Jeffries win the 2028 US Presidential Election?,27324378907862915329653747321506298712990175671811760510867365204472005456284,92680287057439870681299584384986809628158268708309296202308169106990008539739,10,not_fully_fillable,,,,,,,
Will Hakeem Jeffries win the 2028 US Presidential Election?,27324378907862915329653747321506298712990175671811760510867365204472005456284,92680287057439870681299584384986809628158268708309296202308169106990008539739,50,not_fully_fillable,,,,,,,
Will Hakeem Jeffries win the 2028 US Presidential Election?,27324378907862915329653747321506298712990175671811760510867365204472005456284,92680287057439870681299584384986809628158268708309296202308169106990008539739,100,not_fully_fillable,,,,,,,
Will Hakeem Jeffries win the 2028 US Presidential Election?,27324378907862915329653747321506298712990175671811760510867365204472005456284,92680287057439870681299584384986809628158268708309296202308169106990008539739,250,not_fully_fillable,,,,,,,
Will Hakeem Jeffries win the 2028 US Presidential Election?,27324378907862915329653747321506298712990175671811760510867365204472005456284,92680287057439870681299584384986809628158268708309296202308169106990008539739,500,not_fully_fillable,,,,,,,
Will Hakeem Jeffries win the 2028 US Presidential Election?,27324378907862915329653747321506298712990175671811760510867365204472005456284,92680287057439870681299584384986809628158268708309296202308169106990008539739,1000,not_fully_fillable,,,,,,,
Will Elissa Slotkin win the 2028 US Presidential Election?,48603794625473459817558518297806850992009615470611080215039575427157653927669,52728319505612554616109154570709065358779880697251731838206843628919066236833,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Elissa Slotkin win the 2028 US Presidential Election?,48603794625473459817558518297806850992009615470611080215039575427157653927669,52728319505612554616109154570709065358779880697251731838206843628919066236833,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Elissa Slotkin win the 2028 US Presidential Election?,48603794625473459817558518297806850992009615470611080215039575427157653927669,52728319505612554616109154570709065358779880697251731838206843628919066236833,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Elissa Slotkin win the 2028 US Presidential Election?,48603794625473459817558518297806850992009615470611080215039575427157653927669,52728319505612554616109154570709065358779880697251731838206843628919066236833,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Elissa Slotkin win the 2028 US Presidential Election?,48603794625473459817558518297806850992009615470611080215039575427157653927669,52728319505612554616109154570709065358779880697251731838206843628919066236833,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Elissa Slotkin win the 2028 US Presidential Election?,48603794625473459817558518297806850992009615470611080215039575427157653927669,52728319505612554616109154570709065358779880697251731838206843628919066236833,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will Adam Schiff win the 2028 US Presidential Election?,41714979268040478071540687092470339003658632436860166518888808949878005742810,64861611938661374970167075583118094920857040813468137850797111348162445000117,10,not_fully_fillable,,,,,,,
Will Adam Schiff win the 2028 US Presidential Election?,41714979268040478071540687092470339003658632436860166518888808949878005742810,64861611938661374970167075583118094920857040813468137850797111348162445000117,50,not_fully_fillable,,,,,,,
Will Adam Schiff win the 2028 US Presidential Election?,41714979268040478071540687092470339003658632436860166518888808949878005742810,64861611938661374970167075583118094920857040813468137850797111348162445000117,100,not_fully_fillable,,,,,,,
Will Adam Schiff win the 2028 US Presidential Election?,41714979268040478071540687092470339003658632436860166518888808949878005742810,64861611938661374970167075583118094920857040813468137850797111348162445000117,250,not_fully_fillable,,,,,,,
Will Adam Schiff win the 2028 US Presidential Election?,41714979268040478071540687092470339003658632436860166518888808949878005742810,64861611938661374970167075583118094920857040813468137850797111348162445000117,500,not_fully_fillable,,,,,,,
Will Adam Schiff win the 2028 US Presidential Election?,41714979268040478071540687092470339003658632436860166518888808949878005742810,64861611938661374970167075583118094920857040813468137850797111348162445000117,1000,not_fully_fillable,,,,,,,
Will Josh Stein win the 2028 US Presidential Election?,81914651028896069221591777664987513664858213907907450367169656205040430609207,65690056973061661242675346311703362078774633474188031871609738459615961194811,10,not_fully_fillable,,,,,,,
Will Josh Stein win the 2028 US Presidential Election?,81914651028896069221591777664987513664858213907907450367169656205040430609207,65690056973061661242675346311703362078774633474188031871609738459615961194811,50,not_fully_fillable,,,,,,,
Will Josh Stein win the 2028 US Presidential Election?,81914651028896069221591777664987513664858213907907450367169656205040430609207,65690056973061661242675346311703362078774633474188031871609738459615961194811,100,not_fully_fillable,,,,,,,
Will Josh Stein win the 2028 US Presidential Election?,81914651028896069221591777664987513664858213907907450367169656205040430609207,65690056973061661242675346311703362078774633474188031871609738459615961194811,250,not_fully_fillable,,,,,,,
Will Josh Stein win the 2028 US Presidential Election?,81914651028896069221591777664987513664858213907907450367169656205040430609207,65690056973061661242675346311703362078774633474188031871609738459615961194811,500,not_fully_fillable,,,,,,,
Will Josh Stein win the 2028 US Presidential Election?,81914651028896069221591777664987513664858213907907450367169656205040430609207,65690056973061661242675346311703362078774633474188031871609738459615961194811,1000,not_fully_fillable,,,,,,,
Will Alex Padilla win the 2028 US Presidential Election?,111275251472058072508619811663710362197823477418115657686883100870313266336765,17525279555198427422522944312175513306451262897003545478403196837987378558377,10,not_fully_fillable,,,,,,,
